item_qid,label_zh,label_kk,label_en,description_zh,description_kk,description_en
Q135547,洛朗-德西雷·卡比拉,,Laurent-Désiré Kabila,刚果民主共和国第三任总统,,former President of the Democratic Republic of the Congo (1939-2001)
Q838664,姊妹島,,Sisters' Islands,,,place in Singapore
Q81142,前304年,Б. з. д. 304 жыл,304 BC,年,,year
Q10896953,切韵音,,Qieyun yin,,,Han Chinese pronunciation by using the fanqie method (est. 601)
Q3847201,花蓮港,,Port of Hualien,臺灣港口,,"international seaport in Hualien, Hualien, Taiwan"
Q1311267,义马市,,Yima,,,county-level city
Q10567398,龍門溶洞,,,,,
Q10879013,九评苏共,,Nine Commentaries on the Soviet Communist Party,中苏论战时中共发表的九篇评论苏联共产党中央委员会的社论,,
Q1198815,曼達拉欣豐虎航,,Mandala Airlines,,,Singapore airline
Q9384254,中国科学院上海有机化学研究所,,Shanghai Institute of Organic Chemistry,,,research institute in China
Q838229,森田剛,,Gō Morita,,,"Japanese actor, singer and tarento"
Q10531077,读书无用论,,Read useless theory,,,
Q2121639,青羊宫,,Grey Goat Temple,,,
Q3111187,孔泉,,Kong Quan,,,Chinese diplomat
Q837996,SD娃娃,,Super Dollfie,球型关节可动人偶,,60cm ball-jointed doll brand
Q8901,欧洲中央银行,,European Central Bank,欧元区的央行,,central bank of the European Union and the eurozone
Q19033,算术平均数,Арифметикалық орта шама,arithmetic mean,,,sum of a collection of numbers divided by the number of numbers in the collection
Q2382581,内丹术,,neidan,,,"esoteric doctrines and physical, mental, and spiritual practices in Taoism"
Q6147367,DMDScript,,DMDScript,,,
Q1096878,水肺潛水,,scuba diving,,,underwater diving where the diver breathes from apparatus (scuba) which is completely independent of surface supply
Q730132,主機託管,,colocation centre,,,data center where servers from multiple customers are colocated
Q163687,巴西利卡,Базилика,basilica,,,building type of a church
Q1118643,聾啞,,deaf-mute,,,term which was used historically to identify a person who was either deaf using a sign language or both deaf and could not speak
Q11250,Kubuntu,,Kubuntu,Ubuntu作業系統的衍生產品,,derivative of the Ubuntu operating system
Q241386,安提柯二世,,Antigonus II Gonatas,,,king of Macedonia
Q319675,拉玛二世,,Buddha Loetla Nabhalai,,,King of Siam
Q11062160,广州法租界,,,,,
Q5365183,西班牙坂,,Spain-zaka,,,
Q956732,哈桑县,,Hassan district,印度卡纳塔克邦的县,,"district in Karnataka, India"
Q7565689,洛克人系列,,Mega Man,日本電子遊戲系列,,video game franchise
Q1184602,斯塔克伯格竞争,,Stackelberg competition,,,economic model
Q312471,SA-3导弹,,S-125,,,surface-to-air missile system
Q3008030,費氏丙酸桿菌,,Propionibacterium freudenreichii,,,species of bacterium
Q1140533,南華足球隊,Саут Чайна,South China AA,,,"association football club in Wan Chai District, Hong Kong"
Q7309037,區域市政局,,Regional Council,1986－1999年的新界市政機構,,defunct municipal council in Hong Kong
Q6401797,契丹大字,,Khitan large script,,,logographic writing system
Q3268181,美南长老会,,Presbyterian Church in the United States,,,Christian denomination (1861-1983)
Q1430830,赖久尔县,,Raichur district,,,"district of Karnataka, India"
Q839350,环带纲,,Clitellata,环节动物门的一纲,,class of annelids
Q1152333,上川綜合振興局,,Kamikawa Subprefecture,日本北海道道北地方的振興局,,"subprefecture of Hokkaido prefecture, Japan"
Q574639,反法西斯人民自由同盟,,Anti-Fascist People's Freedom League,,,political party
Q50193,特洛伊木馬,,Trojan Horse,,,tale from Trojan War
Q1033015,天真汉 (轻歌剧),,Candide,,,operetta with music composed by Leonard Bernstein
Q1425985,预序关系,,preorder,,,reflexive and transitive binary relation
Q11148324,浏阳河,,Liuyang River,中国湖南河流,,river in People's Republic of China
Q4603040,胭脂水粉,,The Charm Beneath,,,television series
Q13743633,接口,Компьютер порты,computer port,,,computer hardware for interfacing with external peripherals or networks
Q67495,威爾漢·赫爾曼,,Wilhelm Herrmann,,,German theologian
Q5224222,秦东亚,,Qin Dongya,,,judoka
Q2574972,冒险之星,,VentureStar,,,proposed crewed re-usable spaceplane
Q8053709,鶯歌車站,,Yingge railway station,臺灣鐵路管理局車站,,"railway station located in New Taipei, Taiwan."
Q493556,支付宝,,Alipay,阿里巴巴旗下第三方支付平台,,third-party online payment platform in China
Q10483563,老派发音,,,,,
Q9327,居伊·德·莫泊桑,Ги де Мопассан,Guy de Maupassant,法國作家（1850－1893）,,French writer (1850-1893)
Q38804,金永春,,Kim Yong-chun,,,North Korean military leader (1936-2018)
Q11074178,慧遠,,,隋朝,,
Q187830,奥地利历史,,history of Austria,,,aspect of history
Q1423403,P-35戰鬥機,,Seversky P-35,,,US fighter aircraft
Q12140526,陸觀豪,,Roger Luk,,,Hong Kong politician
Q4211671,前列腺结石,,prostate calculus,一种结石,,Human disease
Q839278,虎跑泉,,Dreaming of the Tiger Spring,,,"spring in Hangzhou, China"
Q15893809,真主瑪哈,,,,,song
Q5942041,湖南科技大学,,Hunan University of Science and Technology,中国湖南湘潭综合类大学,,university in China
Q25425,前10世纪,,10th century BC,世纪,,century
Q981521,貝璐,,William Peel,,,British colonial administrator (1875-1945)
Q218115,香奈儿,Chanel,Chanel,法國的知名奢侈品集團,,French fashion house
Q11068406,張德粹,,Decui Zhang,,,
Q810247,领海基线,,baseline,海洋法术语,,"the line from which the seaward limits of a state's territorial sea and certain other maritime zones of jurisdiction are measured; normally, a sea baseline follows the low-water line of a coastal state"
Q17029931,温属众教会,,,,,
Q256585,中有,,bardo,,,"in Buddhism, an intermediate, transitional, or liminal state between death and rebirth"
Q495,都灵,Турин,Turin,意大利市鎮,,city and commune in Italy
Q838895,政府飛行服務隊,,Government Flying Service,香港特別行政區政府部門,,department of the Hong Kong Government
Q267634,克力同篇,Критон (Платон),Crito,,,Platonic dialogue concerning justice and injustice
Q1059632,前685年,Б. з. д. 685 жыл,685 BC,年,,year
Q203251,以法莲,,Ephraim,希伯來聖經人物、約瑟兒子,,son of Joseph
Q129967,克勉十一世,,Clement XI,羅馬天主教會第243任教宗,,Head of the Catholic Church from 1700 to 1721
Q47646,前288年,Б. з. д. 288 жыл,288 BC,年,,year
Q641019,前1000年代,,1000s BC,年代,,decade
Q11180185,齐万年,,Qi Wannian,,,Chinese tribal chief
Q17029755,福利公司,,,,,
Q15930837,灣仔電腦城,,Wanchai Computer Centre,,,
Q2164310,恐惧状态,,State of Fear,,,2004 novel by Michael Crichton
Q83105,前316年,Б. з. д. 316 жыл,316 BC,年,,year
Q7065392,察合公主,,Chahe,成吉思汗妻妾之一,,Tangut princess and the wife of Genghis Khan
Q39158,東清鐵路,,Chinese Eastern Railway,位于中国东北地区的铁路系统,,historical railroad system in northeast China
Q90607124,中国山脉列表,,list of mountain ranges in China,维基媒体列表条目,,Wikimedia list article
Q9651,1976年冬季奥林匹克运动会,Қысқы Олимпиадалық Ойындар 1976,1976 Winter Olympics,,,"12th edition of Winter Olympics, in Innsbruck, Austria"
Q9384321,中國婦女生活史,,,,,
Q321237,格林公式,,Green's theorem,,,theorem
Q579407,弗朗索瓦-马利·德·布罗伊，第一代布罗伊公爵,,"François-Marie, 1st duc de Broglie",,,Marshal of France
Q3025293,世界貿易組織第二次部長級會議,,World Trade Organization Ministerial Conference of 1998,,,
Q349267,宇多天皇,,Uda,,,Japanese emperor
Q905398,英格蘭足球同盟,,Football Alliance,,,football league
Q11134791,江焯勳,,Joseph Kong,,,
Q6630,阿斯科利足球俱樂部,,Ascoli Calcio 1898 FC,意大利足球俱乐部,,"Italian football club based in Ascoli Piceno, Marche"
Q182656,芯片组,Чипсет,chipset,,,"set of electronic components in an integrated circuit that manages the data flow between the processor, memory and peripherals"
Q844440,DVD-RW,,DVD-RW,,,DVD recordable
Q15939997,西门子 SL55,,,,,
Q888017,沃丁,,Wo Ding,商朝君主,,traditionally believed to be a king of the Shang Dynasty
Q11081723,新口岸填海區,,,澳門半島的區域,,
Q505203,檀君紀元,,Korean calendar,,,lunisolar calendar
Q11062170,广州环城高速公路,,S81,,,"road in Guangdong, China"
Q47087,亞瑟·查理斯·克拉克,Артур Чарлз Кларк,Arthur C. Clarke,英國科幻作家，科學作家，發明家，海底探險家和電視劇主持人,,"British science fiction writer, inventor, and futurist (1917–2008)"
Q31426,全美超級模特兒新秀大賽,,America's Next Top Model,,,television series
Q8011362,建熙,,Jianxi,,,era name of Former Yan
Q3573078,余力為,,Yu Lik-wai,,,Hong Kong cinematographer and film director
Q15913442,百合二重唱,,,,,
Q9384223,中国湿地公园,,,公园类型,,
Q118272,埃利亚斯·赫拉维,,Elias Hrawi,,,10th President of Lebanon (1926-2006)
Q197664,鄭眾,,Zheng Zhong,宦官,,Han dynasty eunuch
Q312874,赫耳墨斯·罗德里格斯·达·丰塞卡,,Hermes da Fonseca,,,President of Brazil (1855-1923)
Q1511442,美国体育,,sports in the United States,,,overview of sports traditions in the United States
Q825176,1729,1729,1729,自然数,,natural number
Q11075003,战国策派,,,,,
Q150701,西班牙王位繼承戰爭,,War of the Spanish Succession,,,major European conflict (1700–1714) after the death of Charles II
Q5894047,洪承疇,,Hong Chengchou,明朝降清叛臣 贰臣,,Chinese general
Q8249212,君王后,,Queen Jun,,,Queen consort of King Xiang of Qi
Q848343,葡萄糖-6-磷酸脫氫酶缺乏症,,glucose-6-phosphate dehydrogenase deficiency,,,carbohydrate metabolic disorder that is characterised by abnormally low levels of glucose-6-phosphate dehydrogenase (abbreviated G6PD or G6PDH)
Q173810,學券制,Мектеп ваучері,school voucher,,,certificate of government
Q10886434,何鍵,,He Jian,中華民國國民革命軍剿共將領,,Chinese Nationalist (KMT) general and politician
Q5449899,英雄·刀·少年,,Find the Light,,,Hong Kong TV series or program
Q2529975,对趾足,,bird feet and legs,,,diverse anatomy encompassing many accommodations to perform a wide variety of functions
Q1074679,黄犬契约,,Yellow-dog contract,,,agreement between an employer and an employee regarding labor unions
Q3502887,自由逻辑,,free logic,,,form of logic with fewer existential presuppositions than classical logic
Q994963,2005年國際足協世界足球先生,,2005 FIFA World Player of the Year,,,"ronaldinho: FIFA Award (2005, Brazil)"
Q753801,香港置地,,Hongkong Land,物業投資公司,,Hong Kong real estate company
Q170418,世界經濟論壇,Бүкіләлемдік экономикалық форум,World Economic Forum,瑞士非營利基金會,,Swiss nonprofit foundation
Q14947269,珠江隧道,,Pearl River Tunnel,,,road tunnel in China
Q22671,鞘翅目,Қатты қанаттылар,beetles,昆虫的一目,,order of insects
Q5362720,宝树院,,Hōju-in,,,
Q8070517,赵尔陆,,Zhao Erlu,中国人民解放军开国上将,,Chinese general
Q552850,湖南湘濤足球俱樂部,,Hunan Billows F.C.,中国职业足球俱乐部,,association football club
Q864098,宾阳县,,Binyang County,位于中国广西壮族自治区中南部,,county of Guangxi Zhuang Autonomous Region
Q8299338,李九龙,,Li Jiulong,,,Chinese General
Q94018,阿尔弗雷德·舒茨,Альфред Шюц,Alfred Schütz,奥地利裔美国哲学家（1899-1959）,,American sociologist
Q1207474,楚義帝,,Emperor Yi of Chu,楚國國君,,king of Chinese state of Chu from 208 to 206 BC
Q9296,马其顿语,Македон тілі,Macedonian,语言,,South Slavic language mostly spoken in North Macedonia and its neighbouring countries
Q1101796,美工圖案,,clip art,,,graphic illustrations created for reuse by others
Q131044,黑天鹅,,Black Swan,鳥的種,,species of bird
Q13201,罗姆语,,Romani,印歐語系印度雅利安語支羅姆人講的語言,,language of the Romani people belonging to the Indo-Aryan branch of the Indo-European language family
Q107885,投机,,speculation,,,engaging in risky financial transactions
Q1227369,狄拉克奖,,Dirac Prize,,,"any of the four different prizes in memory of Paul Dirac, awarded by IOP, UNSW, ICTP, or WATOC"
Q1141300,刻琉斯,,Celeus,,,mythical king at Eleusis
Q8261222,成珈瑩,,Shing Ka Ying,,,Hong Kong actress
Q1144039,腹股沟疝,,inguinal hernia,,,intestinal disease characterized by a protrusion of abdominal cavity contests through the inguinal canal
Q613506,2006年冬季奥林匹克运动会有舵雪橇比赛,,bobsleigh at the 2006 Winter Olympics,,,bobsleigh events at the Olympics
Q179515,需求层次理论,Маслоу пирамидасы,Maslow's hierarchy of needs,心理学理论,,"theory in developmental psychology proposed by Abraham Maslow, comprising a five-tier model of human needs: physiological, safety, love and belonging, esteem, and self-actualization"
Q1192450,六道,,six saṃsāra realms,佛教认为的生命輪迴的六種類型,,"Buddhist cosmology of 6 worlds where sentient beings are reincarnated based on their karma: the world of gods, of warlike demigods, of humans, of animals, of hungry ghosts, and of Hell"
Q17162478,盘古王表,,,,,
Q675215,克莱稍集团,,Kreisau Circle,,,group of German anti-Nazi dissidents
Q1757852,鲁提菲,,Luṭfī,,,
Q1391913,李纲,,Li Gang,宋朝大臣,,Song dynasty politician (1085-1140)
Q4243948,楊枝甘露,,Mango pomelo sago,,,Hong Kong dessert
Q10940171,天津市第二中学,,,学校,,
Q82151,联合国粮食及农业组织,ФАО,Food and Agriculture Organization,联合国旗下的，以消除饥饿为目的的专门机构,,international organization with the objective of ending hunger
Q1197681,雨花台区,,Yuhuatai District,中国江苏省南京市的市辖区,,"district of Jiangsu Province, China"
Q184806,群落,Биоценоз,biocoenosis,,,interacting organisms living together in a habitat (biotope)
Q17028747,混吉,,,,,
Q10507974,莱曼·波特,,Lyman Porter,,,American psychologist
